Donor,molecule,interacting halogen,ortho,meta,para,V$_{S}$$_{max}$,V$_{max}$(r),R$^{donor}_{C-X}$,k$^{a}$$^{donor}$$_{C-X}$,$\mu^{donor}_{C-X}$,R$^{donor}_{C\equiv C}$,k$^{a}$$^{donor}$$_{C\equiv C}$,$\mu^{donor}_{C\equiv C}$,Complex Symmetry,R$^{complex}_{C-X}$,$\Delta$R$_{C-X}$,k$^{a}$$^{complex}$$_{C-X}$,$\Delta$k$^{a}_{C-X}$,$\mu^{complex}_{C-X}$,R$^{complex}_{C\equiv C}$,$\Delta$R$_{C\equiv C}$,k$^{a}$$^{complex}$$_{C\equiv C}$,$\Delta$k$^{a}_{C\equiv C}$,$\mu^{complex}_{C\equiv C}$,R$_{X\cdots N}$,k$^{a}_{X\cdots N}$,$\mu_{X\cdots N}$,$\rho^{BCP}$,G(r)$^{BCP}$,K(r)$^{BCP}$,V(r)$^{BCP}$,$\nabla^{2} \rho^{BCP}$,H(r)$^{BCP}$,RDG,sign$\lambda_{2}* \rho$,E$_{int}$,E$_{bind}$,E$^{CP}_{int}$,E$^{CP}_{bind}$,E$^{donor}_{def}$,E$^{NH_3}_{def}$,E(2),$\Delta \rho$
2-6_SH_4_NH2_3-5_FBAAt,c1(S)c(F)c(N)c(F)c(S)c1(C#C([At])),At,SH,F,NH2,52.1,2.111212894,2.0983,3.131,1.753,1.2171,16.576,-0.627,C1,2.1377,0.0394,2.569,-0.562,5.172,1.2194,0.0023,16.371,-0.205,-0.24,2.8547,0.294,-16.438,0.024,0.0185,-0.000879,-0.0177,0.0777,0.000879,1.78E-06,-0.024,-11.55,-11.18652626,-10.97,-10.60669835,0.360102602,0.003199043,16.47,-0.06007
2-6-BH2BAAt,c1(B)cccc(B)c1(C#C([At])),At,BH2,H,H,46.5,2.117901673,2.0951,3.15,-1.247,1.2142,16.862,2.845,C1,2.1306,0.0355,2.648,-0.502,1.693,1.2166,0.0024,16.622,-0.24,3.386,2.8804,0.287,-15.936,0.0228,0.0176,-0.000981,-0.0166,0.0742,0.000981,1.20E-06,-0.0228,-10.52,-10.22943058,-9.95,-9.656728603,0.289220384,0.004051013,15.11,-0.05439
2-6-CF3BAAt,c1(C(F)(F)F)cccc(C(F)(F)F)c1(C#C([At])),At,CF3,H,H,49.8,2.111468582,2.0938,3.14,-3.117,1.2123,17.013,3.863,C1,2.1325,0.0387,2.581,-0.559,0.029,1.215,0.0027,16.749,-0.264,4.347,2.8578,0.294,-15.999,0.023861545,0.018425919,-0.000901434,-0.017524485,0.077310543,0.000901434,2.14E-06,-0.023861545,-11.36,-11.01082988,-10.77,-10.4217695,0.344251712,0.003978787,16.18,-0.05884
2-6-CH3BAAt,c1(C)cccc(C)c1(C#C([At])),At,CH3,H,H,45.6,2.120239438,2.0978,3.146,1.678,1.2155,16.767,0.015,C1,2.1325,0.0347,2.662,-0.484,4.852,1.2177,0.0022,16.564,-0.203,0.304,2.8877,0.283,-15.84,0.0225,0.0173,-0.00101,-0.0163,0.0733,0.00101,1.38E-06,-0.0225,-10.24,-9.959561959,-9.67,-9.393325288,0.27261962,0.004055092,14.82,-0.05305
2-6-CHOBAAt,c1(C(=O))cccc(C(=O))c1(C#C([At])),At,CHO,H,H,55,2.107186795,2.0971,3.122,-1.271,1.2148,16.807,2.439,C1,2.1377,0.0406,2.54,-0.582,2.157,1.2173,0.0025,16.562,-0.245,2.828,2.8454,0.296,-16.149,0.024494294,0.018905331,-0.000833951,-0.01807138,0.078958297,0.000833951,7.67E-07,-0.024494294,-12.01,-11.63741945,-11.41,-11.04119849,0.365881964,0.002919551,16.95,-0.06205
2-6-ClBAAt,c1(Cl)cccc(Cl)c1(C#C([At])),At,Cl,H,H,48,2.113303193,2.0952,3.144,-1.484,1.2131,16.959,2.441,C1,2.1323,0.0371,2.616,-0.528,1.651,1.2156,0.0025,16.72,-0.239,2.846,2.8701,0.291,-15.919,0.023297582,0.017958425,-0.000943042,-0.017015382,0.075606967,0.000943042,1.60E-06,-0.023297582,-10.85,-10.53899921,-10.29,-9.974327267,0.311583567,0.004089166,15.59,-0.05629
2-6-CNBAAt,c1(C#N)cccc(C#N)c1(C#C([At])),At,CN,H,H,52.3,2.105106952,2.0938,3.124,-4.562,1.2135,16.911,4.802,C1,2.135,0.0412,2.523,-0.601,-1.401,1.2164,0.0029,16.626,-0.285,5.349,2.84,0.297,-16.027,0.024712024,0.01912897,-0.000824682,-0.018304288,0.079815794,0.000824682,1.19E-06,-0.024712024,-12.02,-11.63301371,-11.41,-11.02386554,0.382029666,0.004104791,17.13,-0.06265
2-6-COOHBAAt,c1(C(=O)O)cccc(C(=O)O)c1(C#C([At])),At,COOH,H,H,49.1,2.117147706,2.0932,3.159,-1.804,1.212,16.994,3.097,C1,2.1293,0.0361,2.644,-0.515,1.247,1.2146,0.0026,16.747,-0.247,3.528,2.8787,0.288,-15.911,0.022938617,0.017641461,-0.000968915,-0.016672546,0.074442582,0.000968915,1.51E-06,-0.022938617,-10.71,-10.39786166,-10.14,-9.827824503,0.309047174,0.003128323,15.18,-0.05491
2-6-FBAAt,c1(F)cccc(F)c1(C#C([At])),At,F,H,H,47.6,2.113360367,2.0959,3.142,-0.566,1.213,16.995,1.588,C1,2.1329,0.037,2.62,-0.522,2.613,1.2154,0.0024,16.761,-0.234,1.961,2.8716,0.291,-15.833,0.023222225,0.017899445,-0.000950254,-0.016949191,0.075399888,0.000950254,2.76E-06,-0.023222225,-10.79,-10.47607695,-10.22,-9.907344458,0.308425312,0.00423023,15.49,-0.05597
2-6-NH2BAAt,c1(N)cccc(N)c1(C#C([At])),At,NH2,H,H,46.5,2.118758766,2.0993,3.141,3.805,1.2178,16.521,-2.164,C1,2.1348,0.0355,2.647,-0.494,7.079,1.2197,0.0019,16.355,-0.166,-1.917,2.8834,0.285,-15.908,0.0227,0.0175,-0.000986,-0.0165,0.0738,0.000986,2.26E-06,-0.0227,-10.39,-10.09058218,-9.84,-9.541869358,0.294215359,0.003915283,15.01,-0.05404
2-6-NO2BAAt,c1(N(=O)=O)cccc(N(=O)=O)c1(C#C([At])),At,NO2,H,H,51.7,2.106885023,2.092,3.133,-5.378,1.2122,16.972,5.602,C1,2.1326,0.0406,2.539,-0.594,-2.229,1.2152,0.003,16.685,-0.287,6.126,2.8458,0.296,-16.153,0.024441203,0.018896604,-0.000845925,-0.018050679,0.078971287,0.000845925,2.60E-06,-0.024441203,-11.83,-11.43704374,-11.23,-10.83819562,0.38791194,0.003892441,16.81,-0.06135
2-6-OHBAAt,c1(O)cccc(O)c1(C#C([At])),At,OH,H,H,53.6,2.108485231,2.0996,3.118,2.197,1.2182,16.526,-1.108,C1,2.1396,0.04,2.55,-0.568,5.781,1.2204,0.0022,16.325,-0.201,-0.901,2.8506,0.295,-16.077,0.0242,0.0187,-0.000857,-0.0178,0.0782,0.000857,1.58E-06,-0.0242,-11.72,-11.35526043,-11.15,-10.78302629,0.363816203,0.003157502,16.66,-0.06094
2-6-OOCMeBAAt,c1(OC(=O)C)cccc(OC(=O)C)c1(C#C([At])),At,OOCMe,H,H,48.7,2.117928867,2.0966,3.146,0.396,1.2136,16.895,0.903,C1,2.1334,0.0368,2.626,-0.52,3.648,1.2161,0.0025,16.665,-0.23,1.149,2.8731,0.289,-15.802,0.023185846,0.017842928,-0.00094876,-0.016894167,0.075167845,0.00094876,2.79E-06,-0.023185846,-10.88,-10.53578636,-10.31,-9.962226328,0.344226611,0.00354706,15.56,-0.0563
2-6-SHBAAt,c1(S)cccc(S)c1(C#C([At])),At,SH,H,H,52.2,2.110606134,2.0984,3.1,0.554,1.2166,16.638,0.498,C1,2.1377,0.0393,2.575,-0.525,4.096,1.219,0.0024,16.422,-0.216,0.712,2.8542,0.287,-16.077,0.0241,0.0186,-0.000877,-0.0177,0.0777,0.000877,9.55E-07,-0.0241,-11.52,-11.16970481,-10.94,-10.58705333,0.348976858,0.003969813,16.48,-0.06004
3-4-5-BH2BAAt,c1c(B)c(B)c(B)cc1(C#C([At])),At,H,BH2,BH2,48,2.117581195,2.0977,3.141,1.258,1.2143,16.896,0.481,C1,2.1339,0.0362,2.632,-0.509,4.5,1.2166,0.0023,16.676,-0.22,0.909,2.8766,0.289,-16.221,0.023,0.0177,-0.000966,-0.0167,0.0747,0.000966,1.66E-06,-0.023,-10.68,-10.38250085,-10.11,-9.809434809,0.296785011,0.00378018,15.29,-0.0553
3-4-5-ClBAAt,c1c(Cl)c(Cl)c(Cl)cc1(C#C([At])),At,H,Cl,Cl,51.7,2.111055643,2.0972,3.132,-0.42,1.214,16.919,1.826,C1,2.1354,0.0382,2.59,-0.542,2.848,1.2165,0.0025,16.676,-0.243,2.349,2.8619,0.293,-16.355,0.023692649,0.01826301,-0.000907663,-0.017355348,0.076683813,0.000907663,9.34E-07,-0.023692649,-11.3,-10.96638338,-10.71,-10.37877752,0.327917639,0.003304842,16,-0.05835
3-4-5-CNBAAt,c1c(C#N)c(C#N)c(C#N)cc1(C#C([At])),At,H,CN,CN,61,2.101907502,2.0965,3.108,-4.229,1.2141,16.887,4.823,C1,2.1397,0.0432,2.481,-0.627,-0.934,1.217,0.0029,16.593,-0.294,5.605,2.8278,0.301,-16.726,0.025371663,0.019613572,-0.000746454,-0.018867117,0.081441334,0.000746454,2.96E-06,-0.025371663,-12.83,-12.41482277,-12.22,-11.80424929,0.413518093,0.002232616,17.89,-0.06615
3-4-5-FBAAt,c1c(F)c(F)c(F)cc1(C#C([At])),At,H,F,F,51.4,2.111462493,2.0974,3.133,-0.076,1.2139,16.93,1.408,C1,2.1353,0.0379,2.599,-0.534,3.188,1.2163,0.0024,16.691,-0.239,1.777,2.8648,0.293,-15.864,0.023559611,0.018152633,-0.000917184,-0.017235449,0.076280382,0.000917184,6.35E-07,-0.023559611,-11.19,-10.86140418,-10.61,-10.28272468,0.323940484,0.003334836,15.86,-0.05773
3-4-5-NH2BAAt,c1c(N)c(N)c(N)cc1(C#C([At])),At,H,NH2,NH2,41.8,2.124542883,2.0978,3.158,3.861,1.215,16.815,-1.686,C1,2.1308,0.033,2.7,-0.458,6.88,1.217,0.002,16.628,-0.187,-1.253,2.9014,0.273,-15.996,0.0219,0.0168,-0.00105,-0.0158,0.0715,0.00105,2.60E-06,-0.0219,-9.66,-9.40263661,-9.11,-8.851510702,0.253687658,0.00480164,14.1,-0.05029
3-4-5-OHBAAt,c1c(O)c(O)c(O)cc1(C#C([At])),At,H,OH,OH,45.9,2.120440708,2.0978,3.149,2.612,1.2146,16.853,-0.757,C1,2.1327,0.0349,2.664,-0.485,5.732,1.2167,0.0021,16.649,-0.204,-0.366,2.8876,0.283,-15.906,0.0225,0.0173,-0.001,-0.0163,0.0733,0.001,1.27E-06,-0.0225,-10.25,-9.964862532,-9.69,-9.407151787,0.278808118,0.004040094,14.74,-0.05306
3-4-5-SHBAAt,c1c(S)c(S)c(S)cc1(C#C([At])),At,H,SH,SH,49.1,2.115395641,2.0975,3.139,0.778,1.2142,16.893,0.945,C1,2.1341,0.0366,2.623,-0.516,3.966,1.2166,0.0024,16.666,-0.227,1.496,2.8734,0.29,-16.429,0.0232,0.0178,-0.000953,-0.0169,0.0751,0.000953,1.13E-06,-0.0232,-10.82,-10.51367293,-10.25,-9.941779005,0.304611937,0.003609058,15.43,-0.05595
3-5-BH2BAAt,c1c(B)cc(B)cc1(C#C([At])),At,H,BH2,H,48.2,2.116827294,2.0976,3.139,0.799,1.2142,16.905,0.867,C1,2.134,0.0364,2.629,-0.51,4.033,1.2165,0.0023,16.68,-0.225,1.256,2.8752,0.289,-16.06,0.0231,0.0178,-0.00096,-0.0168,0.0749,0.00096,1.21E-06,-0.0231,-10.74,-10.432423,-10.16,-9.85693249,0.299287518,0.003779992,15.35,-0.05554
3-5-CF3BAAt,c1c(C(F)(F)F)cc(C(F)(F)F)cc1(C#C([At])),At,H,CF3,H,53.1,2.109976002,2.0972,3.127,-1.191,1.2138,16.931,2.394,C1,2.1362,0.039,2.571,-0.556,2.103,1.2164,0.0026,16.679,-0.252,2.834,2.8559,0.295,-16.069,0.023975875,0.01849439,-0.000884551,-0.017609839,0.077516902,0.000884551,3.38E-07,-0.023975875,-11.57,-11.21947051,-10.98,-10.63305031,0.343799905,0.003149784,16.32,-0.05966
3-5-CH3BAAt,c1c(C)cc(C)cc1(C#C([At])),At,H,CH3,H,44.4,2.120651205,2.0976,3.149,1.816,1.2145,16.875,0.12,C1,2.1319,0.0343,2.673,-0.476,4.939,1.2166,0.0021,16.665,-0.21,0.478,2.891,0.281,-15.88,0.0224,0.0172,-0.00102,-0.0162,0.0728,0.00102,2.39E-06,-0.0224,-10.08,-9.809311712,-9.52,-9.24961011,0.265959234,0.004430656,14.57,-0.0523
3-5-CHOBAAt,c1c(C(=O))cc(C(=O))cc1(C#C([At])),At,H,CHO,H,50.4,2.11268719,2.0971,3.132,-0.774,1.2138,16.935,2.152,C1,2.1351,0.038,2.593,-0.539,2.471,1.2163,0.0025,16.691,-0.244,2.599,2.863,0.293,-16.098,0.023635024,0.018222333,-0.000915803,-0.01730653,0.07655366,0.000915803,2.14E-06,-0.023635024,-11.23,-10.89416896,-10.64,-10.30899288,0.327417514,0.003589605,15.94,-0.05805
3-5-ClBAAt,c1c(Cl)cc(Cl)cc1(C#C([At])),At,H,Cl,H,50.7,2.111799088,2.0972,3.134,-0.436,1.214,16.922,1.875,C1,2.1349,0.0377,2.601,-0.533,2.805,1.2165,0.0025,16.681,-0.241,2.326,2.8655,0.292,-16.121,0.023524627,0.018127847,-0.00092259,-0.017205257,0.07620286,0.00092259,2.20E-06,-0.023524627,-11.14,-10.81784561,-10.56,-10.23648365,0.320042395,0.003473955,15.82,-0.05756
3-5-CNBAAt,c1c(C#N)cc(C#N)cc1(C#C([At])),At,H,CN,H,56.2,2.106488846,2.0971,3.12,-2.029,1.2138,16.931,3.04,C1,2.1377,0.0406,2.537,-0.583,1.335,1.2165,0.0027,16.666,-0.265,3.537,2.8451,0.297,-16.261,0.024503377,0.018916458,-0.000833731,-0.018082727,0.079001928,0.000833731,2.09E-06,-0.024503377,-12.05,-11.67789193,-11.45,-11.08013617,0.36710749,0.002756335,16.9,-0.06212
3-5-COOHBAAt,c1c(C(=O)O)cc(C(=O)O)cc1(C#C([At])),At,H,COOH,H,49.1,2.113444816,2.0972,3.135,-0.319,1.2138,16.937,1.757,C1,2.1345,0.0373,2.608,-0.527,2.909,1.2162,0.0024,16.699,-0.238,2.192,2.8679,0.292,-16.104,0.023402109,0.018035972,-0.000936528,-0.017099444,0.075891106,0.000936528,4.77E-07,-0.023402109,-11.01,-10.6862029,-10.43,-10.10904226,0.317136399,0.003821345,15.68,-0.05698
3-5-FBAAt,c1c(F)cc(F)cc1(C#C([At])),At,H,F,H,50.2,2.11238974,2.0972,3.136,-0.33,1.2139,16.927,1.718,C1,2.1346,0.0374,2.609,-0.527,2.886,1.2164,0.0025,16.688,-0.239,2.102,2.8682,0.292,-15.844,0.023401036,0.018026134,-0.000931944,-0.01709419,0.075833419,0.000931944,5.42E-07,-0.023401036,-11.03,-10.71267753,-10.46,-10.14109283,0.31538,0.003527168,15.68,-0.05697
3-5-NH2BAAt,c1c(N)cc(N)cc1(C#C([At])),At,H,NH2,H,43.2,2.121983616,2.0976,3.152,1.889,1.2143,16.891,0.084,C1,2.1314,0.0338,2.683,-0.469,4.963,1.2165,0.0022,16.682,-0.209,0.448,2.8948,0.279,-15.831,0.0222,0.0171,-0.00103,-0.016,0.0723,0.00103,2.91E-07,-0.0222,-9.92,-9.649388406,-9.36,-9.089791585,0.265594651,0.004613764,14.39,-0.05154
3-5-NO2BAAt,c1c(N(=O)=O)cc(N(=O)=O)cc1(C#C([At])),At,H,NO2,H,56.7,2.105812435,2.0969,3.118,-2.382,1.2137,16.94,3.307,C1,2.138,0.0411,2.527,-0.591,0.989,1.2164,0.0027,16.671,-0.269,3.802,2.8419,0.297,-16.239,0.024655187,0.019040243,-0.000819109,-0.018221134,0.079438589,0.000819109,4.43E-07,-0.024655187,-12.17,-11.78683134,-11.57,-11.18939258,0.377866768,0.002740648,17.07,-0.06278
3-5-OHBAAt,c1c(O)cc(O)cc1(C#C([At])),At,H,OH,H,47.4,2.11765718,2.0976,3.144,1.091,1.2142,16.899,0.62,C1,2.1332,0.0356,2.647,-0.497,4.248,1.2165,0.0023,16.678,-0.221,0.979,2.8816,0.287,-15.817,0.0228,0.0175,-0.000983,-0.0165,0.074,0.000983,3.22E-06,-0.0228,-10.49,-10.20012902,-9.93,-9.637496236,0.288662528,0.003841237,15.03,-0.05425
3-5-OOCMeBAAt,c1c(OC(=O)C)cc(OC(=O)C)cc1(C#C([At])),At,H,OOCMe,H,45.5,2.118160389,2.0971,3.145,0.509,1.2138,16.931,1.12,C1,2.1328,0.0357,2.644,-0.501,3.631,1.2162,0.0024,16.705,-0.226,1.556,2.8802,0.287,-16.033,0.022838846,0.017581996,-0.000983222,-0.016598774,0.074261943,0.000983222,2.99E-06,-0.022838846,-10.47,-10.16927689,-9.91,-9.605117168,0.300344872,0.00453796,15.07,-0.05438
3-5-SHBAAt,c1c(S)cc(S)cc1(C#C([At])),At,H,SH,H,48.5,2.116229393,2.0975,3.14,0.571,1.2142,16.903,1.122,C1,2.1339,0.0364,2.629,-0.511,3.782,1.2165,0.0023,16.675,-0.228,1.554,2.8753,0.289,-16.148,0.0231,0.0178,-0.000959,-0.0168,0.0749,0.000959,2.14E-06,-0.0231,-10.74,-10.43845964,-10.17,-9.867987208,0.298324291,0.003688501,15.33,-0.05553
4-BH2BAAt,c1cc(B)ccc1(C#C([At])),At,H,H,BH2,48.6,2.115908573,2.0969,3.14,-0.669,1.2146,16.852,2.226,C1,2.1334,0.0365,2.625,-0.515,2.331,1.2171,0.0025,16.612,-0.24,2.893,2.8737,0.29,-16.276,0.0231,0.0178,-0.000953,-0.0169,0.0751,0.000953,6.08E-07,-0.0231,-10.79,-10.4887357,-10.22,-9.914041428,0.302268189,0.003690383,15.4,-0.05582
4-CF3BAAt,c1cc(C(F)(F)F)ccc1(C#C([At])),At,H,H,CF3,50.1,2.114208677,2.0973,3.137,-0.177,1.2143,16.898,1.671,C1,2.1344,0.0371,2.613,-0.524,3.016,1.2167,0.0024,16.661,-0.237,2.119,2.8698,0.291,-16.011,0.023324966,0.017963638,-0.000939348,-0.01702429,0.075613045,0.000939348,3.11E-06,-0.023324966,-10.98,-10.66593999,-10.41,-10.09446739,0.31207679,0.00345582,15.61,-0.0567
4-CH3BAAt,c1cc(C)ccc1(C#C([At])),At,H,H,CH3,44.5,2.120149522,2.0976,3.15,2.055,1.2146,16.867,-0.163,C1,2.132,0.0344,2.672,-0.478,5.184,1.2168,0.0022,16.659,-0.208,0.206,2.8903,0.282,-15.897,0.0224,0.0172,-0.00101,-0.0162,0.0729,0.00101,1.65E-06,-0.0224,-10.1,-9.829456022,-9.54,-9.268391675,0.267216135,0.00439219,14.6,-0.05242
4-CHOBAAt,c1cc(C(=O))ccc1(C#C([At])),At,H,H,CHO,50.1,2.113600655,2.097,3.139,-0.619,1.2145,16.865,2.111,C1,2.1341,0.0371,2.612,-0.527,2.458,1.217,0.0025,16.623,-0.242,2.728,2.8697,0.291,-16.244,0.023330698,0.017967247,-0.000938691,-0.017028556,0.075624854,0.000938691,1.38E-06,-0.023330698,-10.97,-10.6598977,-10.4,-10.08577368,0.310885777,0.003340547,15.6,-0.05669
4-ClBAAt,c1cc(Cl)ccc1(C#C([At])),At,H,H,Cl,48,2.115693414,2.0975,3.143,1.099,1.2144,16.887,0.584,C1,2.1336,0.0361,2.637,-0.506,4.294,1.2167,0.0023,16.665,-0.222,1.002,2.878,0.288,-16.048,0.022951004,0.017662197,-0.000969396,-0.016692801,0.074527454,0.000969396,3.19E-06,-0.022951004,-10.62,-10.32793639,-10.06,-9.763293993,0.292921435,0.003784573,15.2,-0.05497
4-CNBAAt,c1cc(C#N)ccc1(C#C([At])),At,H,H,CN,52,2.112162967,2.0971,3.133,-0.84,1.2144,16.878,2.236,C1,2.135,0.0379,2.595,-0.538,2.343,1.2169,0.0025,16.632,-0.246,2.806,2.8636,0.293,-16.277,0.023615222,0.018196191,-0.000914193,-0.017281997,0.076442654,0.000914193,2.36E-06,-0.023615222,-11.25,-10.92535744,-10.67,-10.34427293,0.32254051,0.003186556,15.92,-0.05804
4-COOHBAAt,c1cc(C(=O)O)ccc1(C#C([At])),At,H,H,COOH,49.1,2.115083592,2.0971,3.14,-0.308,1.2145,16.874,1.863,C1,2.1338,0.0367,2.621,-0.519,2.785,1.2169,0.0024,16.637,-0.237,2.439,2.8725,0.29,-16.203,0.023202223,0.01786508,-0.000950104,-0.016914976,0.075261831,0.000950104,3.93E-07,-0.023202223,-10.85,-10.54233003,-10.28,-9.969871,0.306505133,0.003623867,15.46,-0.0561
4-FBAAt,c1cc(F)ccc1(C#C([At])),At,H,H,F,47.1,2.11698704,2.0977,3.145,1.503,1.2144,16.892,0.171,C1,2.1333,0.0356,2.648,-0.497,4.691,1.2166,0.0022,16.676,-0.216,0.486,2.8819,0.287,-15.753,0.022773732,0.017518787,-0.000983173,-0.016535614,0.074008909,0.000983173,2.21E-07,-0.022773732,-10.47,-10.17565301,-9.9,-9.609844,0.286220261,0.00393574,15.01,-0.05416
4-NH2BAAt,c1cc(N)ccc1(C#C([At])),At,H,H,NH2,42.3,2.122703147,2.0977,3.157,3.722,1.2151,16.812,-1.667,C1,2.1311,0.0334,2.693,-0.464,6.736,1.2171,0.002,16.624,-0.188,-1.233,2.8986,0.276,-15.91,0.022,0.0169,-0.00104,-0.0159,0.0719,0.00104,1.15E-06,-0.022,-9.76,-9.49314858,-9.21,-8.944426308,0.260809891,0.004763801,14.21,-0.05079
4-NO2BAAt,c1cc(N(=O)=O)ccc1(C#C([At])),At,H,H,NO2,52.9,2.110564449,2.097,3.131,-1.547,1.2144,16.881,2.817,C1,2.1354,0.0384,2.584,-0.547,1.561,1.2169,0.0025,16.627,-0.254,3.46,2.86,0.294,-16.273,0.023789494,0.018335009,-0.00089732,-0.017437688,0.076930442,0.00089732,3.30E-07,-0.023789494,-11.4,-11.06653327,-10.83,-10.49308023,0.333853252,0.003066513,16.11,-0.05881
4-OHBAAt,c1cc(O)ccc1(C#C([At])),At,H,H,OH,44.4,2.120251097,2.0977,3.151,2.694,1.2147,16.854,-0.821,C1,2.1321,0.0344,2.675,-0.476,5.815,1.2168,0.0021,16.653,-0.201,-0.477,2.8914,0.281,-15.81,0.0223,0.0172,-0.00102,-0.0162,0.0728,0.00102,2.74E-06,-0.0223,-10.06,-9.787382137,-9.51,-9.237001239,0.268591009,0.004407752,14.55,-0.05222
4-OOCMeBAAt,c1cc(OC(=O)C)ccc1(C#C([At])),At,H,H,OOCMe,45.7,2.118649018,2.0976,3.152,1.714,1.2144,16.884,0.109,C1,2.1327,0.0351,2.655,-0.497,4.867,1.2166,0.0022,16.669,-0.215,0.522,2.885,0.284,-16.046,0.022630345,0.017405617,-0.000996255,-0.016409362,0.073608549,0.000996255,6.80E-07,-0.022630345,-10.32,-10.02951609,-9.76,-9.4730229,0.282673577,0.004303523,14.85,-0.05351
4-SHBAAt,c1cc(S)ccc1(C#C([At])),At,H,H,SH,46.1,2.118066856,2.0975,3.148,2.083,1.2147,16.858,-0.225,C1,2.1327,0.0352,2.656,-0.492,5.223,1.2169,0.0022,16.648,-0.21,0.246,2.8846,0.285,-16.167,0.0226,0.0174,-0.000994,-0.0164,0.0737,0.000994,1.16E-06,-0.0226,-10.34,-10.05200038,-9.78,-9.496893128,0.279034649,0.004072223,14.87,-0.05358
BAAt,c1ccccc1(C#C([At])),At,H,H,H,45.7,2.118067635,2.0975,3.147,1.349,1.2145,16.883,0.412,C1,2.1325,0.035,2.661,-0.486,4.488,1.2167,0.0022,16.668,-0.215,0.744,2.8863,0.284,-15.739,0.022576867,0.017360661,-0.000998874,-0.016361788,0.073439197,0.000998874,4.01E-07,-0.022576867,-10.27,-9.990660075,-9.71,-9.430366267,0.275410782,0.004222951,14.79,-0.05323
opp_H_2-4-6_OH_3-5_CNBAAt,c1(O)c(C#N)c(O)c(C#N)c(O)c1(C#C([At])),At,OH,CN,OH,49.7,2.114515496,2.0961,3.141,-0.226,1.213,16.977,1.218,C1,2.1336,0.0375,2.608,-0.533,3.008,1.2154,0.0024,16.746,-0.231,1.66,2.868,0.291,-16.221,0.0234,0.018,-0.00094,-0.0171,0.0759,0.00094,1.07E-06,-0.0234,-11.02,-10.69574732,-10.44,-10.11675881,0.319530975,0.003710213,15.71,-0.05694
opp_H_2-4-6_OH_3-5_FBAAt,c1(O)c(F)c(O)c(F)c(O)c1(C#C([At])),At,OH,F,OH,44.1,2.11983541,2.0959,3.156,1.057,1.2134,16.942,0.205,C1,2.1308,0.0349,2.666,-0.49,4.112,1.2156,0.0022,16.731,-0.211,0.604,2.8877,0.283,-15.87,0.0225,0.0173,-0.00101,-0.0163,0.0733,0.00101,1.55E-06,-0.0225,-10.15,-9.86054347,-9.59,-9.304165281,0.281151866,0.004682852,14.71,-0.05273
opp_H_2-4-6_SH_3-5_CNBAAt,c1(S)c(C#N)c(S)c(C#N)c(S)c1(C#C([At])),At,SH,CN,SH,54.9,2.106859228,2.0954,3.128,-2.129,1.2149,16.812,2.606,C1,2.1362,0.0408,2.536,-0.592,1.261,1.2175,0.0026,16.562,-0.25,3.142,2.8439,0.296,-16.762,0.0245,0.019,-0.000839,-0.0181,0.0792,0.000839,3.03E-06,-0.0245,-11.99,-11.62086951,-11.39,-11.01589007,0.371102843,0.003007088,,-0.06144
opp_H_2-4-6_SH_3-5_FBAAt,c1(S)c(F)c(S)c(F)c(S)c1(C#C([At])),At,SH,F,SH,49.7,2.111913995,2.0954,3.141,-0.917,1.215,16.813,1.686,C1,2.1337,0.0383,2.59,-0.551,2.302,1.2174,0.0024,16.582,-0.231,2.2,2.8611,0.292,-16.454,0.0237,0.0183,-0.000914,-0.0174,0.0768,0.000914,8.85E-07,-0.0237,-11.19,-10.85636214,-10.61,-10.27657458,0.329574264,0.003851151,16.08,-0.05821
opp_H_2-4-6-OHBAAt,c1(O)cc(O)cc(O)c1(C#C([At])),At,OH,H,OH,39.9,2.125508255,2.0962,3.165,2.551,1.2137,16.91,-0.924,C1,2.1289,0.0327,2.71,-0.455,5.526,1.2157,0.002,16.72,-0.19,-0.575,2.9048,0.27,-15.734,0.0218,0.0167,-0.00106,-0.0156,0.0711,0.00106,2.11E-06,-0.0218,-9.46,-9.205324405,-8.92,-8.664058579,0.250324835,0.005616587,13.93,-0.0494
opp_H_2-4-6-SHBAAt,c1(S)cc(S)cc(S)c1(C#C([At])),At,SH,H,SH,46.9,2.114817552,2.0956,3.148,0.144,1.2151,16.786,0.869,C1,2.1324,0.0368,2.624,-0.524,3.325,1.2174,0.0023,16.572,-0.214,1.332,2.8722,0.29,-16.382,0.0232,0.0179,-0.000957,-0.0169,0.0753,0.000957,2.91E-06,-0.0232,-10.72,-10.41404324,-10.14,-9.831364221,0.304329557,0.004306221,15.51,-0.05585
opp_H_2-6_3-5_4-OHBAAt,c1(O)c(O)c(O)c(O)c(O)c1(C#C([At])),At,OH,OH,OH,40.3,2.124379115,2.096,3.164,2.04,1.2136,16.927,-0.505,C1,2.1292,0.0332,2.701,-0.463,5.024,1.2156,0.002,16.73,-0.197,-0.126,2.9009,0.274,-15.826,0.0219,0.0168,-0.00105,-0.0158,0.0716,0.00105,1.39E-06,-0.0219,-9.59,-9.329228666,-9.05,-8.787603012,0.25693502,0.005461968,14.09,-0.0501
